particulars,uom,unit_cost,supply_code,specifications,category_item_id,category_item_budget_id,category_group_id,is_ppmp
Bond paper A4 814 x 1134 70gsm 5 Reams/ Box,BOX,1650,OS,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Bond paper A4 814 x 1134 80gsm 5 Reams/ Box,BOX,2530,OS-017,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Bond paper Long (8.5x13) 80gsm; Substance 24; color Green 5 reams/box,REAM,275,OS-553,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Bond paper Long size 85 x13 70gsm 5 Reams/ Box,BOX,2200,OS-018,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Bond paper Long size 85 x13 70gsm 5 Reams/ Box,BOX,2035,OS,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Bond paper Long size 85 x13 80gsm 5 Reams/ Box,BOX,2750,OS-019,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Bond paper; A4 8-1/4 x 11-3/4; 80gsm,REAM,308,OS,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Bond paper; A4 8-1/4 x 11-3/4; 80gsm,REAM,308,OS,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Bond paper; Long size 8.5 x13; 80gsm,REAM,341,OS,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Bond paper; Long size 8.5 x13; 80gsm,REAM,341,OS,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Bond paper; long size 8.5x13; 80 gsm,REAM,278.3,OS-019,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Bondpaper; A4 100gsm,REAM,517,OS-836,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
C2S No. 100 (25 x 38) 1000/Bale,BALE,13750,OS-023,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
C2S No. 120 (25 x 38) 1000/Bale,BALE,14300,OS-022,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
C2S No. 180 (25 x 38) 1000/Bale,BALE,19800,OTS-306,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
C2S No. 220 (25 x 38) 1000/Bale,BALE,27500,OS-024,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
C2S Paper #100 25 x 38,PIECE,10,OS-025,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
C2S Paper - Magazine Flyer Brochure (large) 50s,SET,263.54,OS-026,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
C2S paper #220 25x38,PIECE,21,OS-245,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
COMPUTER CONTINUOUS FORM 1 ply 280mm x 241mm 2000 sheets per box,BOX,970.81,14111506-CF-L11,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
COMPUTER CONTINUOUS FORM; 1 ply; 280mm x 378mm; 2;000 sheets per box,BOX,1166.88,14111506-CF-L12,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
COMPUTER CONTINUOUS FORM; 2 ply; 280mm x 241mm; 1;000 sets per box,BOX,1129.13,14111506-CF-L21,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
COMPUTER CONTINUOUS FORM; 2 ply; 280mm x 378mm; 1;000 sets per box,BOX,1681.68,14111506-CF-L22,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
COMPUTER CONTINUOUS FORM; 3 ply; 280mm x 241mm; 500 sets per box,BOX,869.44,14111506-CF-L31,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
COMPUTER CONTINUOUS FORM; 3 ply; 280mm x 378mm; 500 sets per box,BOX,1658.8,14111506-CF-L32,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
CONTINUOUS FORM; 3 PLY; 280 x 241mm; 500 sets per box,BOX,1130.26,OS-052,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
"CONTINUOUS FORM; 3 PLY;11""x9-1/2""; 500 sets per box",BOX,1130.26,OS-053,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Centenial American Paper  for TOR,REAM,2035,OS-031,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
"Concorde watermarked laid paper; A4 (8.27""x11.69"")",PACK,79.73,OS-049,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
"Concorde watermarked laid paper; Legal (8.5""x13"")",PACK,79.73,OS-050,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
"Concorde watermarked laid paper; Letter (8.5""x11"")",PACK,79.73,OS-051,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Demarcation tape; black/yellow 2x33m,ROLL,428.71,OS-063,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
"Demarcation tape; black/yellow 4""",ROLL,292.31,OS-064,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Linen Board paper A4 10spack Elit Vellum Matte 220gsm,PACK,116.93,OS,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Linen Board paper; A4; 10's/pack; Elit Vellum (Matte; 220gsm),PACK,116.93,OS-117,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Linen Board paper; long; 10's/pack; Elit Vellum (Matte; 220gsm),PACK,136.41,OS-118,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Linen Board paper; short; 10's/pack; Elit Vellum (Matte; 220gsm),PACK,97.44,OS-119,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Linen paper; Embossed Board (220GSM) - LONG,PACK,136.41,OS-120,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Linen paper; Embossed Board (220GSM) - LONG; cream,PACK,136.41,OS-121,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Linen paper; Embossed Board (220GSM) -A4,PACK,116.93,OS-122,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Linen paper; Embossed Board (220GSM);SHORT,PACK,97.44,OS-123,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Linen paper; Scented (210GSM) - A4,PACK,124.01,OS-124,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Linen paper; Scented (210GSM) - LONG,PACK,132.86,OS-125,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Linen paper; Scented (210GSM) - SHORT,PACK,115.16,OS-126,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Morroco- cover paper;short size 100pcs/pack,PACK,350,OS-228,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Morroco-cover paper; Legal size 100pcs/pack,PACK,350,OS-229,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
PAPER parchment; 9 x 12 /100 sheets per box,BOX,203.5,14111503-PA-P01,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
PAPER; MULTICOPY A4,REAM,179.92,DBM-14111507-PP-M01,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
PAPER; MULTICOPY A4; 500 sheets per ream,REAM,213.8,14111507-PP-M01,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
PAPER; MULTICOPY LEGAL,REAM,211.12,DBM-14111507-PP-M02,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
PAPER; MULTICOPY LEGAL; 500 sheets per ream,REAM,232.96,14111507-PP-M02,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
PAPER; MULTIPURPOSE A4; 500 sheets per ream,ream,137.74,14111507-PP-C01,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
PAPER; MULTIPURPOSE LEGAL; 500 sheets per ream,ream,158.91,14111507-PP-C02,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
PAPER; MULTIPUTPOSE A4,REAM,163.28,DBM-14111507-PP-C01,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
PAPER; PARCHMENT;  229mmx305mm; 230gsm;10pcs per box,PACK,128.84,OS-159,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
PAPER; PARCHMENT; A4 210mmx297mm; 230gsm;10pcs per box,PACK,136.9,OS-240,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
PAPER; PARCHMENT; long 216mmx330mm; 230gsm;10pcs per box,PACK,124.01,OS-161,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
PAPER; PARCHMENT; short 215.9mmx279.4mm; 230gsm;10pcs per box,PACK,88.58,OS-162,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
PARCHMENT PAPER,PACK,50,OS-160,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
PHOTO PAPER,PACK,434.84,DBM-80141505-TS-006,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
PRIDE: 20 reams bondpaper @P300*20,REAM,3069,OS-800,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Paper Parchment 9x12 80gsm 250per pack,PACK,93.5,OS-806,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Paper; Onion Skin A4,REAM,97.44,OS-158,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Parchment Paper (Beige Color),BOX,425,OS-338,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Photo Paper,PACK,1350,OS-377,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Photo Paper,PACK,135,OS-380,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Photo Paper,PACK,135,OS-412,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
"Photopaper A4 (8.27"" x 11"")",REAM,112.89,OS-246,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Photopaper A4 Glossy-waterproof 200gsm@20sheets,PACK,192.5,OS-847,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Photopaper Long Glossy,PACK,440,OS-169,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Special Paper for Certificates,PACK,100.75,OTS-100004,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Sticker Paper; A4 size; 5s/pack,PACK,366.05,OTS,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
THERMAL PAPER; 216mm,ROLL,61.2,14111818-TH-P02,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Vellum Paper,PACK,40,OS-341,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Vellum Paper 28x22 (Black),PIECE,13.2,OS-813,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Vellum Paper 28x22 (Bottled Green),PIECE,13.2,OS-815,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Vellum Paper 28x22 (Green,PIECE,13.2,OS-811,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Vellum Paper 28x22 (Orange),PIECE,13.2,OS-816,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Vellum Paper 28x22 (Pink),PIECE,13.2,OS-809,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Vellum Paper 28x22 (Powdered Blue),PIECE,13.2,OS-817,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Vellum Paper 28x22 (Red),PIECE,13.2,OS-810,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Vellum Paper 28x22 (White),PIECE,13.2,OS-812,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Vellum Paper 28x22 (Yellow Green),PIECE,13.2,OS-814,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Vellum paper #120 25x38,PIECE,27.5,OS-807,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
WORKS SPECIAL PAPER 90 GSMColor: Pale Cream Size: 8.5 x 13 inch long,PACK,38.5,OS-864,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
WORKS SPECIAL PAPER 90 GSMColor: Pale Cream Size:A4,PACK,22,OS-865,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
Wokx Linen Board; A4 size;10s/pack,PACK,990,OTS,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
bond paper; A-4 81/4X11 3/4; 80 GSM,BOTTLE,266.2,OS-017,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
phopaper A4 glossy,PACK,434.84,OS-169,1040401000-Office Supplies Inventory - 00001-Printing Papers,92,2,4,
BALLPEN,PIECE,30,DBM-80141505-TS-001,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
Ballpen,DOZEN,120,OTS-100007,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
Ballpen (Black) 50 pcs/ Box,BOX,605,OS-005,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
Ballpen (Black) 50 pcs/ Box,BOX,385,OS,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
Ballpen (Blue),BOX,605,OS-006,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
Ballpen (Blue),BOX,385,OS,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
Ballpen (Green),BOX,605,OS-007,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
Ballpen (Red),BOX,605,OS-008,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
Ballpen (black) per,PIECE,11,OS,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
Ballpen (blue),BOX,360,OTS,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
G2 ; roller ballpen Black-Bold;1.0MM 6pcs/pack,PACK,440,OS-230,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
G2; roller ballpen Blue -Bold ; 1.0MM 6pcs/pack,PACK,440,OS-232,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
G2; roller ballpen RED-Bold ; 1.0MM 6pcs/pack,PACK,400,OS-231,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
MARKER; FLUORESCENT; 3 colors per set,SET,126.68,OS-139,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
MARKER; Flourescent,SET,42.64,DBM-44121716-MA-F01,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
MARKER; Flourescent; 3 colors per set,SET,31.11,44121716-MA-F01,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
MARKER; PERMANENT; broad type; black;refillable,PIECE,115.5,OS-140,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
MARKER; PERMANENT; broad type; black;refillable,PIECE,33.28,OS,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
MARKER; PERMANENT; broad type; black;refillable,PIECE,30.25,OS,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
MARKER; PERMANENT; broad type; blue;refillable,PIECE,115.5,OS-141,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
MARKER; PERMANENT; broad type; red;refillable,PIECE,115.5,OS-142,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
MARKER; PERMANENT; bullet type; black;refillable,PIECE,115.5,OS-143,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
MARKER; PERMANENT; bullet type; blue;refillable,PIECE,115.5,OS-144,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
MARKER; PERMANENT; bullet type; red;refillable,PIECE,115.5,OS-145,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
MARKER; Permanent; Black,PIECE,15.6,DBM-44121708-MP-B01,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
MARKER; Permanent; Black,piece,7.47,44121708-MP-B01,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
MARKER; Permanent; Blue,PIECE,15.6,DBM-44121708-MP-B02,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
MARKER; Permanent; Blue,piece,7.47,44121708-MP-B02,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
MARKER; Permanent; Red,PIECE,15.6,DBM-44121708-MP-B03,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
MARKER; Permanent; Red,piece,7.47,44121708-MP-B03,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
MARKER; WHITEBOARD; black; refillable,PIECE,104.5,OS-146,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
MARKER; WHITEBOARD; black; refillable,PIECE,26.62,OS,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
MARKER; WHITEBOARD; blue;refillable,PIECE,104.5,OS-147,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
MARKER; WHITEBOARD; red;refillable,PIECE,104.5,OS-148,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
MARKER; Whiteboard; Black,PIECE,10.4,DBM-44121708-MW-B01,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
MARKER; Whiteboard; Black,piece,9.65,44121708-MW-B01,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
MARKER; Whiteboard; Blue,PIECE,10.4,DBM-44121708-MW-B02,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
MARKER; Whiteboard; Blue,piece,9.65,44121708-MW-B02,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
MARKER; Whiteboard; Red,PIECE,10.4,DBM-44121708-MW-B03,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
MARKER; Whiteboard; Red,piece,9.65,44121708-MW-B03,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
MARKER; whiteboard black,PIECE,10.4,DBM-44121708-MW-B01,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
MARKER; whiteboard blue,PIECE,10.4,DBM-44121708-MW-B02,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
Marker; Flourescent,SET,42.64,DBM-44121716-MA-F01,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
Marker; Permanent; blue,PIECE,15.6,DBM-44121708-MP-B02,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
Marker; whiteboard; Red,PIECE,10.4,DBM-44121709-B03,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
Marker;Permanent black,PIECE,15.6,DBM-44121708-MP-B02,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
PENCIL,BOX,132,OS-853,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
PENCIL SHARPENER,PIECE,213.2,DBM-44121619-PS-M01,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
PENCIL SHARPENER; 1 piece in individual plastic case; heavy duty,PIECE,380.02,OS-165,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
PENCIL SHARPENER; manual; single cutter head,piece,212.87,44121619-PS-M01,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
PENCIL leadgraphite with eraser one dozen/ box,BOX,130.9,44121706-PE-L01,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
PENCIL; lead/graphite; with eraser,BOX,41.6,DBM-44121706-PE-L01,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
Parker Rollerball Pen Black w/ Parker Quick Inks Refill 0.8,PIECE,1980,OS-300,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
Parker Rollerball Pen Blue w/ Parker Quick Inks Refill 0.8,PIECE,1980,OS-840,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
Pencil,BOX,300,OTS-100006,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
Pencil # 2 ( 12 pcs per box),BOX,220,OS-390,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
Pencil (3mm core – 175mm long),DOZEN,25,OS-167,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
Pencil Sharpener (two holes),PIECE,11,OS-166,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
Pencil Sharpener; Single Hole; Small; Plastic,PIECE,3.3,OS-223,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
Pencil sharpener,PIECE,213.2,DBM-44121619-PS-M01,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
Pencil sharpener (hand crank),PIECE,380.02,OS-838,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
Pencil; durable; with eraser; 12's/box; No.2,BOX,146.41,OS,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
Permanent Marker; Ultra Fine,PIECE,82,OS-250,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
SIGN PEN BLUE liquidgel ink 05mm needle tip,PIECE,126.68,OS,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
SIGN PEN; BLACK; liquid/gel ink; 0.5mm needle tip,PIECE,126.68,OS-193,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
SIGN PEN; BLUE; liquid/gel ink; 0.5mm needle tip,PIECE,126.68,OS-194,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
SIGN PEN; Black; liquid or gel,PIECE,22.2,60121524-SP-G01,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
SIGN PEN; Blue; liquid or gel,piece,22.2,60121524-SP-G02,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
SIGN PEN; GREEN; liquid/gel ink; 0.5mm needle tip,PIECE,126.68,OS-195-2,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
SIGN PEN; RED; liquid/gel ink; 0.5mm needle tip,PIECE,126.68,OS-195-1,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
SIGN PEN; Red; liquid or gel,PIECE,22.2,60121524-SP-G03,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",92,2,4,
